CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
19,3,4259,Schupfart,704,233,420,0,16,0,358,323,177,203,211,90,262,68,87,32,75,681
19,3,4093,Birrhard,300,97,158,0,16,2,355,326,189,185,242,65,259,66,78,44,71,681
21,7,5170,Carona,475,402,12,0,34,0,327,354,154,160,264,103,298,105,94,45,54,681
21,7,5008,Gudo,994,606,241,38,29,1,328,351,133,207,224,115,304,102,98,51,53,679
26,2,6775,Bonfol,1359,603,647,0,38,7,318,361,133,126,251,169,303,103,104,53,43,679
3,6,1129,Fischbach,805,111,649,0,25,0,360,318,196,211,186,85,223,37,72,35,79,678
2,2,943,Uebeschi,440,10,401,0,11,0,336,342,205,191,208,74,235,45,79,30,81,678
19,3,4221,Abtwil,414,89,291,0,18,0,346,328,213,240,163,58,240,56,65,39,80,674
10,2,2087,Mezieres (FR),593,74,486,0,22,2,325,349,196,179,203,96,234,44,69,43,78,674
21,7,5219,Rovio,553,435,24,16,28,0,327,346,135,205,246,87,281,76,97,58,50,673
2,2,706,Saicourt,1376,692,380,243,28,0,321,352,170,173,213,117,230,66,69,31,64,673
23,1,6193,Burchen,1345,741,219,126,44,1,332,340,171,184,207,110,236,46,70,36,84,672
19,3,4066,Eggenwil,245,68,135,0,18,0,343,326,180,179,257,53,267,80,91,27,69,669
13,3,2842,Bockten,229,99,100,0,16,2,340,329,158,182,240,89,270,68,97,44,61,669
2,2,748,Schwadernau,412,59,305,0,19,5,338,331,180,171,234,84,258,57,88,47,66,669
18,5,3701,Andeer,3039,1478,110,771,22,6,335,334,157,165,201,146,292,111,94,38,49,669
2,2,724,Nods,2665,1425,726,444,31,0,338,330,183,192,199,94,266,68,95,43,60,668
19,3,4180,Wil (AG),772,238,495,0,14,0,323,343,190,169,212,95,229,37,82,33,77,666
26,2,6780,Chevenez,2172,896,1071,135,31,6,338,327,164,171,223,107,268,80,76,45,67,665
11,2,2548,Hubersdorf,136,43,71,0,18,0,335,329,187,161,241,75,238,46,74,35,83,664
18,5,3912,Malix,1256,589,164,364,38,0,340,323,177,178,209,99,277,90,95,37,55,663
22,1,5520,Essertines-sur-Yverdon,978,249,662,0,25,0,335,328,180,131,251,101,247,51,95,34,67,663
22,1,5639,Lully (VD),206,31,139,0,23,0,326,337,205,146,253,59,236,47,78,42,69,663
3,6,1141,Richenthal,723,185,484,0,27,1,341,321,199,204,178,81,227,52,56,39,80,662
19,3,4138,Leutwil,374,147,193,0,19,1,333,329,184,170,218,90,253,57,91,31,74,662
20,5,4723,Braunau,918,232,627,0,25,1,345,316,203,212,195,51,230,42,72,35,81,661
21,7,5130,Tegna,289,172,4,0,30,0,332,329,144,180,233,104,274,69,99,45,61,661
13,3,2781,Blauen,713,429,202,41,24,0,335,325,175,155,252,78,241,41,83,44,73,660
18,5,3785,La Punt-Chamues-ch,6327,972,224,1875,29,3,325,335,160,183,241,76,285,106,81,41,57,660
23,1,6033,Liddes,6016,1430,412,1599,27,0,329,330,177,181,174,127,255,79,76,34,66,659
21,7,5125,Ronco sopra Ascona,502,387,1,11,43,0,322,337,102,130,270,157,343,159,111,27,46,659
11,2,2529,Oekingen,240,59,158,0,18,0,327,331,176,153,241,88,240,40,95,34,71,658
19,3,4094,Bozen,396,92,258,0,19,1,331,326,205,182,204,66,235,53,73,29,80,657
18,5,3835,San Vittore,2205,1469,131,210,24,10,328,329,138,180,236,103,279,89,73,61,56,657
2,2,624,Schlosswil,345,72,247,0,13,0,338,318,168,190,236,62,256,62,92,33,69,656
18,5,3821,Lostallo,5086,3004,161,187,28,2,334,322,138,204,215,99,261,72,82,47,60,656
10,2,2171,Arconciel,617,177,358,0,24,0,325,331,206,185,201,64,227,39,76,32,80,656
8,5,1606,Engi,4067,1469,205,1347,23,2,317,339,157,129,232,138,275,84,101,28,62,656
19,3,4064,Buttikon,282,95,160,0,19,1,313,343,181,169,233,73,249,59,80,36,74,656
13,3,2865,Wenslingen,591,175,371,0,16,0,344,311,142,194,228,91,256,67,83,41,65,655
2,2,613,Landiswil,1026,322,650,0,24,0,332,323,178,172,192,113,231,48,77,28,78,655
19,3,4176,Schwaderloch,278,120,98,0,17,3,326,329,182,179,206,88,254,73,77,35,69,655
2,2,786,Schattenhalb,3153,1229,211,634,25,1,333,321,147,163,202,142,242,92,77,32,41,654
2,2,980,Inkwil,336,124,172,0,24,0,328,326,174,156,226,98,267,72,91,39,65,654
3,6,1001,Doppleschwand,695,254,387,0,18,1,330,323,214,200,171,68,217,47,56,25,89,653
22,1,5553,Champagne,393,144,220,0,13,3,330,323,180,191,194,88,261,80,69,41,71,653
10,2,2136,Gumefens,318,61,194,7,27,2,335,317,176,212,211,53,238,57,78,33,70,652
23,1,6286,Lalden,128,21,51,0,13,13,337,314,193,181,181,96,234,60,59,33,82,651
8,5,1610,Haslen,1155,505,153,371,24,1,308,341,193,169,197,90,243,60,72,41,70,649
3,6,1142,Roggliswil,621,171,411,0,18,2,330,318,213,175,152,108,214,43,63,25,83,648
24,2,6432,La Brevine,4182,1803,1336,878,41,0,329,318,178,162,201,106,249,66,88,30,65,647
2,2,722,Lamboing,910,499,291,60,31,0,322,325,177,137,243,90,256,68,84,37,67,647
22,1,5408,Noville,1032,381,438,0,28,7,319,328,166,182,214,85,253,64,92,42,55,647
21,7,5099,Cavigliano,548,369,21,5,19,1,306,340,147,168,227,104,269,73,91,52,53,646
13,3,2843,Buckten,199,71,97,0,19,2,334,310,159,160,228,97,268,79,98,31,60,644
14,5,2936,Merishausen,1756,1148,531,0,23,5,325,319,171,155,212,106,248,62,76,43,67,644
24,2,6503,Buttes,1820,1091,339,318,19,5,301,343,144,175,187,138,265,103,77,26,59,644
2,2,491,Bruttelen,662,153,463,0,22,0,331,312,144,177,233,89,242,55,93,35,59,643
13,3,2832,Ramlinsburg,224,110,93,0,15,0,324,317,161,179,236,65,245,40,109,36,60,641
2,2,985,Ochlenberg,1213,404,750,0,37,0,323,318,164,165,183,129,222,49,62,43,68,641
11,2,2455,Luterkofen-Ichertswil,443,149,235,0,24,1,321,320,125,163,257,96,270,71,101,46,52,641
21,7,5127,San Nazzaro,553,419,12,21,53,0,291,350,104,138,214,185,278,112,86,36,44,641
10,2,2202,Lentigny,481,92,339,0,26,0,314,324,167,207,208,56,243,61,81,35,66,638
1,4,39,Thalheim an der Thur,647,143,424,0,23,2,326,311,150,186,234,67,262,68,97,35,62,637
26,2,6781,Coeuve,1164,438,671,0,29,0,317,320,182,155,182,118,233,54,71,34,74,637
1,4,98,Schleinikon,568,245,281,0,23,0,316,321,172,187,214,64,248,58,83,35,72,637
2,2,323,Bannwil,479,189,223,0,23,4,315,322,148,177,203,109,266,77,92,36,61,637
22,1,5537,Villars-le-Terroir,706,98,553,0,30,1,314,323,152,175,212,98,243,54,87,42,60,637
10,2,2269,Liebistorf,386,59,292,0,15,0,321,315,176,190,203,67,230,47,73,28,82,636
11,2,2571,Boningen,278,86,114,0,19,1,305,331,180,209,184,63,254,69,82,47,56,636
3,6,1144,Uffikon,518,158,314,0,22,1,326,308,166,209,188,71,237,58,68,46,65,634
14,5,2917,Lohn (SH),490,177,276,0,19,2,308,326,203,162,204,65,231,55,64,38,74,634
26,2,6786,Courtemaiche,897,463,342,0,26,2,324,309,149,166,195,123,253,71,84,45,53,633
11,2,2585,Walterswil (SO),450,166,243,0,23,0,336,296,160,163,209,100,265,80,93,33,59,632
19,3,4096,Effingen,686,325,294,0,24,1,319,313,208,135,224,65,215,48,69,30,68,632
22,1,5427,Fechy,271,18,193,0,29,1,307,325,153,181,219,79,244,61,80,35,68,632
18,5,3781,Bever,4575,679,189,475,22,2,341,290,172,182,228,49,247,78,76,39,54,631
22,1,5653,Vufflens-le-Chateau,214,29,152,0,24,0,325,306,168,160,226,77,232,43,83,36,70,631
4,6,1209,Gurtnellen,8335,2092,239,751,14,11,319,312,138,150,195,148,249,70,89,37,53,631
10,2,2328,Granges (Veveyse),446,88,278,36,23,5,315,314,145,186,212,86,253,63,94,37,59,629
22,1,5535,Saint-Barthelemy (VD),411,49,336,0,13,0,315,314,197,191,193,48,200,37,57,35,71,629
23,1,6191,Ausserberg,1490,673,143,211,19,0,308,320,151,144,205,128,254,80,77,27,70,628
22,1,5786,Les Cullayes,212,19,158,0,24,0,285,343,189,136,238,65,230,58,75,30,67,628
2,2,579,Habkern,5106,2441,469,1551,30,1,319,305,153,170,183,118,258,79,84,38,57,624
8,5,1625,Riedern,152,81,34,2,10,2,323,299,155,191,197,79,247,67,73,45,62,622
10,2,2063,Billens-Hennens,488,63,393,0,19,0,301,320,155,151,163,152,195,40,56,36,63,621
21,7,5007,Gorduno,922,664,45,40,20,1,294,327,133,196,199,93,258,74,83,47,54,621
18,5,3788,S-chanf,13797,2573,392,2872,22,3,309,311,158,193,178,91,262,93,83,38,48,620
24,2,6474,Coffrane,649,169,328,92,20,4,306,312,184,155,196,83,238,71,69,26,72,618
22,1,5434,Saint-George,1230,939,166,67,40,3,302,316,145,147,218,108,247,72,92,37,46,618
26,2,6806,Vendlincourt,915,346,514,0,27,5,318,299,156,144,189,128,214,67,66,32,49,617
14,5,2938,Rudlingen,551,187,263,0,19,0,290,326,150,151,238,77,261,79,93,26,63,616
21,7,5134,Vira (Gambarogno),1199,1039,17,17,36,0,290,326,97,145,215,159,277,83,120,28,46,616
2,2,617,Niederhunigen,541,233,281,0,17,0,298,316,187,175,185,67,223,59,67,27,70,614
25,1,6635,Presinge,469,93,337,0,25,0,270,344,164,138,190,122,184,52,58,21,53,614
1,4,211,Altikon,772,158,527,0,26,0,310,303,177,127,235,74,228,50,80,31,67,613
2,2,499,Siselen,550,101,411,0,16,0,322,290,172,147,196,97,234,64,67,31,72,612
10,2,2173,Autigny,622,129,442,0,19,2,320,292,163,200,179,70,221,53,62,38,68,612
22,1,5524,Goumoens-la-Ville,727,143,553,0,15,2,319,292,146,163,204,98,224,54,70,37,63,611
1,4,226,Schlatt (ZH),898,404,439,0,22,1,320,290,167,148,217,78,221,57,65,29,70,610
2,2,738,Jens,456,102,320,0,19,0,312,297,143,134,243,89,230,37,97,35,61,609
19,3,4191,Ammerswil,318,185,108,0,18,1,307,302,161,197,197,54,234,50,90,32,62,609
23,1,6212,Dorenaz,1257,758,132,173,21,8,299,308,176,164,179,88,181,48,40,31,62,607
26,2,6750,Lajoux (JU),1239,404,449,324,30,0,307,299,163,158,180,105,226,52,82,27,65,606
11,2,2622,Zullwil,364,169,151,13,18,3,304,302,156,159,197,94,237,60,79,41,57,606
22,1,5922,Montagny-pres-Yverdon,355,23,255,0,20,13,302,304,168,167,205,66,241,71,74,37,59,606
10,2,2134,Grandvillard,2417,662,294,832,18,4,307,298,167,165,181,92,225,65,56,33,71,605
2,2,592,Schwanden bei Brienz,702,340,57,31,19,0,287,318,151,137,208,109,270,99,97,24,50,605
22,1,5623,Buchillon,213,68,89,0,43,0,303,301,149,134,230,91,245,69,83,34,59,604
21,7,5222,Sessa,287,189,59,0,19,1,291,313,128,127,223,126,265,89,87,42,47,604
13,3,2882,Bennwil,651,260,355,8,16,0,319,284,163,174,199,67,215,43,72,34,66,603
11,2,2620,Meltingen,574,315,197,32,17,1,305,298,144,169,185,105,236,50,84,43,59,603
18,5,3582,Schluein,479,268,142,2,11,6,311,291,153,220,160,69,231,89,62,35,45,602
22,1,5651,Villars-Sainte-Croix,166,16,98,0,16,9,303,299,143,156,239,64,215,35,69,50,61,602
23,1,6116,Varen,1281,436,155,238,17,0,291,311,120,151,234,97,254,71,93,37,53,602
25,1,6610,Celigny,466,84,320,0,43,0,294,305,168,149,200,82,234,77,56,39,62,599
22,1,5480,Daillens,555,112,367,0,24,5,303,295,161,152,223,62,233,51,85,43,54,598
18,5,3581,Sagogn,692,415,161,0,22,0,306,291,153,155,208,81,250,86,76,24,64,597
25,1,6639,Soral,289,14,249,0,14,0,290,307,131,159,206,101,198,52,54,35,57,597
21,7,5165,Camignolo,453,325,24,34,20,1,299,297,124,172,218,82,237,56,67,63,51,596
21,7,5161,Cademario,396,310,39,0,24,0,276,320,114,160,196,126,266,95,83,44,44,596
1,4,26,Dorf,559,229,294,0,11,0,291,302,162,194,185,52,220,43,85,31,61,593
4,6,1215,Seelisberg,1334,645,322,132,26,0,308,284,147,123,212,110,228,84,61,26,57,592
8,5,1614,Luchsingen,2029,367,73,499,21,1,296,296,152,146,187,107,227,73,61,39,54,592
2,2,622,Oppligen,341,101,199,0,13,0,302,288,166,171,177,76,230,69,69,31,61,590
24,2,6509,Saint-Sulpice (NE),1309,740,262,230,21,2,289,301,162,172,177,79,238,73,76,29,60,590
10,2,2152,Sales (Gruyere),755,98,604,0,20,2,294,295,188,152,152,97,184,32,50,30,72,589
11,2,2425,Holderbank (SO),777,377,240,121,26,1,287,302,143,156,192,98,260,89,95,24,52,589
13,3,2866,Wintersingen,693,243,406,0,22,1,286,302,141,149,214,84,234,54,95,27,58,588
1,4,21,Adlikon,661,151,438,0,26,1,301,286,173,159,189,66,204,39,68,31,66,587
19,3,4172,Munchwilen (AG),245,81,102,0,19,14,301,286,109,159,215,104,254,80,89,37,48,587
21,7,5283,Cresciano,1723,1000,62,49,15,7,298,289,117,196,192,82,255,83,79,49,44,587
10,2,2014,Dompierre (FR),445,4,397,0,22,1,291,296,166,177,174,70,225,55,72,38,60,587
20,5,4495,Hohentannen,801,138,586,0,26,1,294,292,195,155,149,87,212,57,61,25,69,586
18,5,3861,Fideris,2536,698,128,1410,26,15,293,293,175,148,154,109,223,66,67,31,59,586
10,2,2016,Fetigny,409,38,328,0,20,4,282,304,162,183,159,82,226,53,77,37,59,586
26,2,6715,Mervelier,972,512,261,170,14,1,279,306,185,130,175,95,202,42,61,27,72,585
22,1,5926,Pomy,562,89,437,0,15,1,314,269,179,171,148,85,196,48,57,32,59,583
2,2,543,Mattstetten,381,129,187,0,17,2,292,291,151,140,227,65,220,42,79,39,60,583
22,1,5631,Denens,327,6,286,0,22,0,276,305,165,154,196,66,215,43,82,29,61,581
24,2,6460,Thielle-Wavre,209,2,165,0,18,2,297,283,183,173,189,35,187,26,53,41,67,580
2,2,574,Brienzwiler,1766,603,48,463,24,1,290,290,171,147,173,89,230,77,67,24,62,580
22,1,5689,Thierrens,872,200,628,0,22,0,293,286,154,178,182,65,229,69,67,35,58,579
22,1,5640,Lussy-sur-Morges,233,31,176,0,19,1,272,306,170,124,207,77,189,30,55,38,66,578
2,2,691,Cremines,948,501,214,189,19,0,285,292,122,145,176,134,201,42,85,28,46,577
10,2,2121,Albeuve,1259,364,158,535,20,2,285,292,142,154,166,115,218,63,73,33,49,577
1,4,81,Bachs,914,402,447,0,22,1,284,293,144,165,195,73,211,53,62,35,61,577
19,3,4227,Bettwil,427,96,297,0,20,0,272,304,184,167,177,48,199,43,60,20,76,576
19,3,4113,Scherz,331,110,185,0,14,2,288,287,169,142,211,53,225,66,67,28,64,575
23,1,6006,Mund,4012,817,214,761,16,0,289,285,149,157,180,88,192,49,37,33,73,574
1,4,23,Berg am Irchel,702,317,342,0,13,0,300,273,162,148,202,61,215,52,71,29,63,573
23,1,6198,Niedergesteln,1742,494,166,58,13,3,288,285,156,170,184,63,209,51,54,38,66,573
21,7,5209,Pambio-Noranco,57,16,9,0,11,7,296,274,118,176,210,66,232,61,68,59,44,570
23,1,6231,Ayer,11907,1566,201,1804,54,2,285,285,113,140,223,94,233,76,77,37,43,570
11,2,2424,Herbetswil,1630,1033,195,360,18,0,297,271,147,137,189,95,221,55,77,31,58,568
3,6,1100,Schlierbach,717,224,452,0,24,1,293,274,157,179,167,64,183,34,51,24,74,567
13,3,2885,Eptingen,1119,539,452,72,24,5,294,272,145,148,195,78,225,70,64,35,56,566
22,1,5539,Vuarrens,899,217,639,0,19,0,290,275,140,161,177,87,216,54,73,40,49,565
22,1,5412,Rennaz,221,2,157,0,17,6,283,282,141,218,153,53,230,68,69,39,54,565
19,3,4316,Rietheim,392,157,182,0,8,1,281,284,182,146,182,55,212,53,60,34,65,565
22,1,5484,Gollion,544,62,446,0,21,2,281,284,161,137,206,61,228,62,73,33,60,565
22,1,5612,Villette (Lavaux),136,3,96,0,15,0,285,279,140,147,198,79,217,48,83,30,56,564
22,1,5515,Bretigny-sur-Morrens,288,69,185,0,20,0,274,289,150,184,183,46,228,57,83,35,53,563
21,7,5195,Maroggia,100,58,4,0,17,2,288,274,92,163,185,122,268,99,89,53,27,562
10,2,2292,Brunisried,325,64,236,0,18,0,290,271,139,157,184,81,210,60,61,32,57,561
10,2,2259,Galmiz,906,177,647,0,17,2,279,281,131,165,191,73,231,70,80,27,54,560
22,1,5652,Villars-sous-Yens,306,54,236,0,8,0,279,281,187,172,154,47,206,50,58,28,70,560
1,4,70,Wasterkingen,396,172,183,0,14,0,273,287,160,131,207,62,212,40,76,35,61,560
22,1,5458,Faoug,345,87,193,0,28,2,275,284,150,151,187,71,225,70,70,30,55,559
21,7,5229,Valcolla,1134,589,30,350,25,1,248,310,94,140,181,143,245,86,85,40,34,558
10,2,2177,Chenens,395,90,273,0,13,6,278,276,170,179,158,47,182,26,55,32,69,554
23,1,6294,Staldenried,1432,614,99,232,23,0,272,282,153,162,171,68,202,48,55,34,65,554
1,4,8,Maschwanden,468,114,287,0,13,0,275,278,152,165,163,73,213,63,71,19,60,553
2,2,394,Wengi,707,117,515,0,29,1,280,272,144,161,160,87,215,51,77,39,48,552
10,2,2131,Echarlens,463,69,303,44,27,0,277,275,145,165,185,57,207,57,49,43,58,552
2,2,580,Hofstetten bei Brienz,876,389,93,174,19,2,296,255,153,127,179,92,218,63,71,30,54,551
10,2,2243,Barbereche,917,189,546,0,23,0,279,272,114,182,176,79,184,51,55,34,44,551
2,2,402,Alchenstorf,656,211,402,0,26,0,274,277,142,159,178,72,211,60,61,26,64,551
2,2,991,Walliswil bei Wangen,305,104,157,0,16,3,273,278,114,146,193,98,246,69,106,29,42,551
22,1,5489,Mex (VD),290,88,157,0,20,5,274,273,115,153,216,63,240,77,85,36,42,547
10,2,2271,Meyriez,34,2,2,0,21,0,271,276,150,153,169,75,211,46,78,28,59,547
2,2,959,Walterswil (BE),790,168,594,0,20,0,275,271,143,152,156,95,191,41,61,29,60,546
11,2,2421,Aedermannsdorf,1288,607,353,285,21,3,290,253,171,135,151,86,190,40,65,17,68,543
22,1,5533,Poliez-Pittet,500,184,281,0,17,1,286,257,144,181,173,45,212,48,68,41,55,543
8,5,1608,Filzbach,1388,570,160,333,25,1,274,268,144,153,182,63,213,60,71,33,49,542
21,7,5149,Bedigliora,248,191,23,0,21,2,261,279,140,137,173,90,233,81,65,42,45,540
25,1,6627,Laconnex,385,31,317,0,12,0,261,279,139,112,232,57,198,47,59,35,57,540
4,6,1211,Isenthal,6099,1598,350,1352,20,2,291,248,185,137,133,84,168,27,47,24,70,539
10,2,2068,Chatonnaye,633,148,456,0,18,2,274,265,164,156,156,63,198,56,55,24,63,539
22,1,5435,Saint-Livres,810,354,401,0,16,0,270,268,143,151,171,73,213,55,81,23,54,538
21,7,5164,Cagiallo,551,348,19,124,16,0,265,273,124,138,197,79,221,73,59,35,54,538
10,2,2113,Vuisternens-devant-Romont,410,30,352,0,16,1,257,280,141,163,155,78,192,49,55,28,60,537
2,2,328,Kleindietwil,269,78,166,0,14,3,271,265,153,127,167,89,202,58,62,26,56,536
10,2,2022,Gletterens,291,51,157,0,28,1,250,286,124,123,192,97,171,35,62,18,56,536
18,5,3951,Flasch,1994,874,359,346,18,0,275,260,145,165,169,56,212,64,68,24,56,535
19,3,4108,Oberbozberg,545,242,274,0,16,0,279,255,159,123,198,54,191,39,55,30,67,534
22,1,5933,Valeyres-sous-Montagny,227,50,141,0,15,1,273,261,125,136,186,87,214,52,84,26,52,534
1,4,87,Huttikon,159,57,83,0,12,1,286,247,124,144,210,55,207,49,78,32,48,533
20,5,4826,Mammern,542,233,244,0,34,0,269,264,145,155,163,70,231,91,66,27,47,533
2,2,547,Munchringen,241,25,190,0,14,0,262,271,127,135,220,51,203,37,82,33,51,533
20,5,4446,Sommeri,421,101,287,0,15,1,265,266,147,150,171,63,181,49,50,27,55,531
18,5,3775,Stampa,9481,1785,253,1095,35,3,257,274,126,111,186,108,226,88,64,30,44,531
2,2,340,Rutschelen,398,142,235,0,17,0,276,254,140,137,159,94,202,47,72,26,57,530
22,1,5743,Arnex-sur-Orbe,762,155,557,0,21,0,264,266,136,126,181,87,212,54,74,36,48,530
14,5,2973,Trasadingen,415,52,313,0,22,2,262,268,135,118,183,94,226,72,82,24,48,530
2,2,432,Cormoret,1349,594,242,463,17,0,248,282,151,111,165,103,210,64,66,27,53,530
18,5,3943,Mastrils,798,550,138,53,15,1,278,251,133,141,188,67,219,69,66,29,55,529
1,4,215,Dattlikon,289,131,125,0,14,0,268,261,138,130,200,61,198,43,66,31,58,529
24,2,6504,La Cote-aux-Fees,1285,529,451,255,23,3,264,265,97,128,172,132,219,85,74,27,33,529
11,2,2521,Heinrichswil-Winistorf,313,129,162,0,15,0,269,259,151,135,184,58,194,33,76,26,59,528
22,1,5909,Cheseaux-Noreaz,609,315,165,0,20,0,261,267,113,113,215,87,197,35,74,37,51,528
22,1,5452,Bellerive (VD),227,23,142,0,31,0,254,274,98,132,178,120,241,115,78,16,32,528
22,1,5532,Poliez-le-Grand,515,64,415,0,23,0,254,274,148,155,169,56,193,41,59,35,58,528
10,2,2097,Rue,669,98,517,0,30,0,265,260,133,137,183,72,207,56,68,33,50,525
23,1,6179,Morel,119,36,34,0,17,1,250,274,120,133,163,108,226,73,82,26,45,524
3,6,1121,Alberswil,354,65,264,0,12,2,269,254,158,168,141,56,186,43,57,23,63,523
2,2,877,Niedermuhlern,725,121,562,0,16,1,256,267,144,147,146,86,181,40,59,27,55,523
22,1,5853,Bursins,336,108,196,0,17,1,274,248,118,158,178,68,210,54,76,35,45,522
2,2,501,Tschugg,329,150,149,0,21,0,262,260,121,124,193,84,179,60,54,24,41,522
11,2,2492,Kienberg,854,380,436,0,19,3,261,261,153,147,160,62,198,55,61,22,60,522
22,1,5552,Bullet,1685,753,267,570,49,0,257,265,99,110,195,118,225,73,91,20,41,522
13,3,2857,Rickenbach (BL),290,97,173,0,12,0,271,250,139,143,185,54,198,44,65,35,54,521
21,7,5181,Curio,287,235,26,0,15,0,263,258,128,137,167,89,211,68,56,44,43,521
18,5,3521,Bergun/Bravuogn,14574,2971,316,2799,34,0,296,224,127,139,154,100,224,92,66,26,40,520
19,3,4319,Siglistorf,551,284,231,0,16,0,271,248,112,167,188,52,206,55,76,31,44,519
19,3,4225,Benzenschwil,245,69,149,0,13,0,277,241,158,160,149,51,185,43,58,22,62,518
26,2,6748,Les Genevez (JU),1364,583,462,259,24,0,269,247,137,124,169,86,199,56,63,31,49,516
18,5,3761,Ftan,4309,665,311,1439,20,0,266,250,181,104,143,88,190,67,60,17,46,516
21,7,5006,Gnosca,745,576,74,16,15,1,255,259,99,157,180,78,202,47,62,50,43,514
14,5,2934,Hemmental,1083,764,289,0,18,1,268,245,135,150,153,75,212,67,63,27,55,513
22,1,5904,Chamblon,285,66,156,0,24,0,254,259,146,115,199,53,184,56,51,26,51,513
2,2,435,La Ferriere,1417,495,610,257,27,1,245,268,160,132,156,65,179,36,51,32,60,513
21,7,5153,Bironico,418,324,34,12,13,6,258,254,118,162,167,65,212,63,63,37,49,512
21,7,5168,Carabbia,106,76,6,0,22,0,248,264,121,125,190,76,195,38,67,35,55,512
4,6,1208,Goschenen,10435,1186,70,689,11,2,255,256,107,133,165,106,220,79,63,37,41,511
11,2,2616,Fehren,148,45,85,0,12,0,253,256,110,159,174,66,199,47,70,31,51,509
22,1,5842,Rossiniere,2334,1095,257,647,21,0,228,279,146,98,163,100,190,58,63,22,47,507
13,3,2845,Diepflingen,144,77,50,0,7,1,256,250,121,160,160,65,197,39,76,34,48,506
18,5,3926,Maladers,759,497,63,145,10,0,249,257,108,148,171,79,219,72,82,17,48,506
10,2,2266,Kleinbosingen,301,62,206,0,10,0,248,258,133,141,196,36,181,39,51,27,64,506
21,7,5034,Corzoneso,1152,841,79,43,28,0,219,287,107,119,130,150,157,43,46,26,42,506
2,2,322,Auswil,463,53,387,0,11,1,261,244,145,132,151,77,186,47,58,20,61,505
10,2,2335,Saint-Martin (FR),378,55,295,0,20,0,246,259,168,141,136,60,166,30,43,29,64,505
18,5,3572,Falera,2236,435,423,1009,32,0,254,250,121,122,189,72,207,65,60,33,49,504
22,1,5570,Villars-Burquin,481,294,124,38,20,0,240,264,125,100,187,92,197,58,68,29,42,504
26,2,6717,Montsevelier,776,350,301,93,17,0,263,240,122,137,161,83,183,38,61,23,61,503
10,2,2024,Lechelles,874,332,488,0,23,0,254,249,133,146,155,69,194,60,50,28,56,503
2,2,924,Eriz,2177,958,320,663,33,0,261,241,136,125,161,80,181,45,53,29,54,502
26,2,6721,Rossemaison,188,33,134,0,19,0,270,231,129,121,186,65,180,27,66,36,51,501
21,7,5243,Besazio,88,28,40,0,17,0,241,260,105,113,203,80,209,51,76,38,44,501
10,2,2176,Bonnefontaine,499,272,162,34,18,1,256,244,128,154,150,68,185,41,65,28,51,500
2,2,610,Herbligen,276,111,133,0,13,2,250,250,132,134,157,77,193,50,71,24,48,500
14,5,2951,Beggingen,1259,570,636,0,26,0,248,252,163,119,157,61,182,52,48,23,59,500
23,1,6194,Eischoll,1377,625,237,149,21,0,247,253,123,126,154,97,197,59,52,25,61,500
26,2,6724,Soyhieres,754,474,139,87,17,1,228,272,158,130,142,70,183,56,68,9,50,500
23,1,6296,Torbel,1759,663,183,409,20,0,243,255,137,112,157,92,182,48,54,17,63,498
22,1,5763,Valeyres-sous-Rances,636,76,524,0,16,1,249,248,154,132,155,56,191,48,61,26,56,497
21,7,5310,Cevio,1477,956,40,37,19,4,241,256,93,107,165,132,201,68,69,24,40,497
19,3,4173,Oberhof,820,340,434,0,20,0,262,234,151,136,140,69,184,40,69,22,53,496
21,7,5190,Lopagno,537,322,11,120,20,0,254,242,95,140,193,68,182,62,43,28,49,496
19,3,4226,Besenburen,238,45,164,0,9,2,251,245,150,157,145,44,183,51,51,21,60,496
21,7,5228,Vaglio,319,179,19,67,24,0,243,253,96,153,178,69,197,48,61,43,45,496
